ItemNo	Clause	Distractor	Grammaticality	Condition	Question	Answer	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	sentence	model	surp	modelname	exp
9	appos	singular	gram	e.appos.singular.gram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professor,	likely	was	concerned	about	her	low	grade.		The student, who wrote to the professor, likely was	Llama-3-8B	4.939180850982666	meta-llama/Meta-Llama-3-8B	exp1
9	appos	plural	ungram	e.appos.plural.ungram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professors,	likely	were	concerned	about	her	low	grade.		The student, who wrote to the professors, likely were	Llama-3-8B	14.898767471313477	meta-llama/Meta-Llama-3-8B	exp1
9	appos	singular	ungram	e.appos.singular.ungram	Was it likely that the student was worried about her grade?	yes	The_student,	who	wrote	to	the_professor,	likely	were	concerned	about	her	low	grade.		The student, who wrote to the professor, likely were	Llama-3-8B	16.263885498046875	meta-llama/Meta-Llama-3-8B	exp1
9	restr	plural	gram	e.restr.plural.gram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professors	likely	was	concerned	about	her	low	grade.		The student who wrote to the professors likely was	Llama-3-8B	4.731966018676758	meta-llama/Meta-Llama-3-8B	exp1
9	restr	singular	gram	e.restr.singular.gram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professor	likely	was	concerned	about	her	low	grade.		The student who wrote to the professor likely was	Llama-3-8B	4.816530227661133	meta-llama/Meta-Llama-3-8B	exp1
9	restr	plural	ungram	e.restr.plural.ungram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professors	likely	were	concerned	about	her	low	grade.		The student who wrote to the professors likely were	Llama-3-8B	14.332983016967772	meta-llama/Meta-Llama-3-8B	exp1
9	restr	singular	ungram	e.restr.singular.ungram	Was it likely that the student was worried about her grade?	yes	The_student	who	wrote	to	the_professor	likely	were	concerned	about	her	low	grade.		The student who wrote to the professor likely were	Llama-3-8B	15.596308708190918	meta-llama/Meta-Llama-3-8B	exp1
10	appos	plural	gram	e.appos.plural.gram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_reports,	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the reports, apparently was	Llama-3-8B	5.923183441162109	meta-llama/Meta-Llama-3-8B	exp1
10	appos	singular	gram	e.appos.singular.gram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_report,	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the report, apparently was	Llama-3-8B	5.960092544555664	meta-llama/Meta-Llama-3-8B	exp1
10	appos	plural	ungram	e.appos.plural.ungram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_reports,	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the reports, apparently were	Llama-3-8B	13.474254608154297	meta-llama/Meta-Llama-3-8B	exp1
10	appos	singular	ungram	e.appos.singular.ungram	Was it the journalist who investigated something?	no	The_journalist,	who	read	about	the_report,	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist, who read about the report, apparently were	Llama-3-8B	15.601841926574709	meta-llama/Meta-Llama-3-8B	exp1
10	restr	plural	gram	e.restr.plural.gram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_reports	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the reports apparently was	Llama-3-8B	6.383803367614746	meta-llama/Meta-Llama-3-8B	exp1
10	restr	singular	gram	e.restr.singular.gram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_report	apparently	was	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the report apparently was	Llama-3-8B	5.604737758636475	meta-llama/Meta-Llama-3-8B	exp1
10	restr	plural	ungram	e.restr.plural.ungram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_reports	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the reports apparently were	Llama-3-8B	10.954818725585938	meta-llama/Meta-Llama-3-8B	exp1
10	restr	singular	ungram	e.restr.singular.ungram	Was it the journalist who investigated something?	no	The_journalist	who	read	about	the_report	apparently	were	investigated	for	fraudulent	investigative	journalism.		The journalist who read about the report apparently were	Llama-3-8B	12.643710136413574	meta-llama/Meta-Llama-3-8B	exp1
11	appos	plural	gram	e.appos.plural.gram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dogs,	probably	was	scared	about	being	bitten.			The boy, who walked toward the dogs, probably was	Llama-3-8B	5.0246663093566895	meta-llama/Meta-Llama-3-8B	exp1
11	appos	singular	gram	e.appos.singular.gram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dog,	probably	was	scared	about	being	bitten.			The boy, who walked toward the dog, probably was	Llama-3-8B	5.155768394470215	meta-llama/Meta-Llama-3-8B	exp1
11	appos	plural	ungram	e.appos.plural.ungram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dogs,	probably	were	scared	about	being	bitten.			The boy, who walked toward the dogs, probably were	Llama-3-8B	14.862248420715332	meta-llama/Meta-Llama-3-8B	exp1
11	appos	singular	ungram	e.appos.singular.ungram	Was the boy excited about being bitten?	no	The_boy,	who	walked	toward	the_dog,	probably	were	scared	about	being	bitten.			The boy, who walked toward the dog, probably were	Llama-3-8B	15.289877891540527	meta-llama/Meta-Llama-3-8B	exp1
11	restr	plural	gram	e.restr.plural.gram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dogs	probably	was	scared	about	being	bitten.			The boy who walked toward the dogs probably was	Llama-3-8B	4.8988847732543945	meta-llama/Meta-Llama-3-8B	exp1
11	restr	singular	gram	e.restr.singular.gram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dog	probably	was	scared	about	being	bitten.			The boy who walked toward the dog probably was	Llama-3-8B	5.265137195587158	meta-llama/Meta-Llama-3-8B	exp1
11	restr	plural	ungram	e.restr.plural.ungram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dogs	probably	were	scared	about	being	bitten.			The boy who walked toward the dogs probably were	Llama-3-8B	15.586444854736328	meta-llama/Meta-Llama-3-8B	exp1
11	restr	singular	ungram	e.restr.singular.ungram	Was the boy excited about being bitten?	no	The_boy	who	walked	toward	the_dog	probably	were	scared	about	being	bitten.			The boy who walked toward the dog probably were	Llama-3-8B	15.30890941619873	meta-llama/Meta-Llama-3-8B	exp1
12	appos	plural	gram	e.appos.plural.gram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dogs,	clearly	was	happy	about	the	cross-country	road_trip.		The woman, who walked by the dogs, clearly was	Llama-3-8B	4.797185897827148	meta-llama/Meta-Llama-3-8B	exp1
12	appos	singular	gram	e.appos.singular.gram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dog,	clearly	was	happy	about	the	cross-country	road_trip.		The woman, who walked by the dog, clearly was	Llama-3-8B	4.802286624908447	meta-llama/Meta-Llama-3-8B	exp1
12	appos	plural	ungram	e.appos.plural.ungram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dogs,	clearly	were	happy	about	the	cross-country	road_trip.		The woman, who walked by the dogs, clearly were	Llama-3-8B	13.76193618774414	meta-llama/Meta-Llama-3-8B	exp1
12	appos	singular	ungram	e.appos.singular.ungram	Was the woman happy about the road trip?	yes	The_woman,	who	walked	by	the_dog,	clearly	were	happy	about	the	cross-country	road_trip.		The woman, who walked by the dog, clearly were	Llama-3-8B	15.251103401184082	meta-llama/Meta-Llama-3-8B	exp1
12	restr	plural	gram	e.restr.plural.gram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dogs	clearly	was	happy	about	the	cross-country	road_trip.		The woman who walked by the dogs clearly was	Llama-3-8B	4.865569114685059	meta-llama/Meta-Llama-3-8B	exp1
12	restr	singular	gram	e.restr.singular.gram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dog	clearly	was	happy	about	the	cross-country	road_trip.		The woman who walked by the dog clearly was	Llama-3-8B	5.047734260559082	meta-llama/Meta-Llama-3-8B	exp1
12	restr	plural	ungram	e.restr.plural.ungram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dogs	clearly	were	happy	about	the	cross-country	road_trip.		The woman who walked by the dogs clearly were	Llama-3-8B	13.384161949157717	meta-llama/Meta-Llama-3-8B	exp1
12	restr	singular	ungram	e.restr.singular.ungram	Was the woman happy about the road trip?	yes	The_woman	who	walked	by	the_dog	clearly	were	happy	about	the	cross-country	road_trip.		The woman who walked by the dog clearly were	Llama-3-8B	14.00317668914795	meta-llama/Meta-Llama-3-8B	exp1
13	appos	plural	gram	e.appos.plural.gram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctors,	unsurprisingly	was	excited	about	the	good	news.		The nurse, who called for the doctors, unsurprisingly was	Llama-3-8B	4.162468433380127	meta-llama/Meta-Llama-3-8B	exp1
13	appos	singular	gram	e.appos.singular.gram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctor,	unsurprisingly	was	excited	about	the	good	news.		The nurse, who called for the doctor, unsurprisingly was	Llama-3-8B	4.160531997680664	meta-llama/Meta-Llama-3-8B	exp1
13	appos	plural	ungram	e.appos.plural.ungram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctors,	unsurprisingly	were	excited	about	the	good	news.		The nurse, who called for the doctors, unsurprisingly were	Llama-3-8B	10.32772445678711	meta-llama/Meta-Llama-3-8B	exp1
13	appos	singular	ungram	e.appos.singular.ungram	Was the nurse excited about the good news?	yes	The_nurse,	who	called	for	the_doctor,	unsurprisingly	were	excited	about	the	good	news.		The nurse, who called for the doctor, unsurprisingly were	Llama-3-8B	13.721654891967772	meta-llama/Meta-Llama-3-8B	exp1
13	restr	plural	gram	e.restr.plural.gram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctors	unsurprisingly	was	excited	about	the	good	news.		The nurse who called for the doctors unsurprisingly was	Llama-3-8B	4.201042175292969	meta-llama/Meta-Llama-3-8B	exp1
13	restr	singular	gram	e.restr.singular.gram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctor	unsurprisingly	was	excited	about	the	good	news.		The nurse who called for the doctor unsurprisingly was	Llama-3-8B	4.144978046417236	meta-llama/Meta-Llama-3-8B	exp1
13	restr	plural	ungram	e.restr.plural.ungram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctors	unsurprisingly	were	excited	about	the	good	news.		The nurse who called for the doctors unsurprisingly were	Llama-3-8B	9.73332405090332	meta-llama/Meta-Llama-3-8B	exp1
13	restr	singular	ungram	e.restr.singular.ungram	Was the nurse excited about the good news?	yes	The_nurse	who	called	for	the_doctor	unsurprisingly	were	excited	about	the	good	news.		The nurse who called for the doctor unsurprisingly were	Llama-3-8B	13.987896919250488	meta-llama/Meta-Llama-3-8B	exp1
14	appos	plural	gram	e.appos.plural.gram	Did the director intrigue the assistants?	no	The_director,	who	called	for	the_assistants,	suddenly	was	intrigued	by	the	secret	report.		The director, who called for the assistants, suddenly was	Llama-3-8B	8.004449844360352	meta-llama/Meta-Llama-3-8B	exp1
14	appos	singular	gram	e.appos.singular.gram	Did the director intrigue the assistant?	no	The_director,	who	called	for	the_assistant,	suddenly	was	intrigued	by	the	secret	report.		The director, who called for the assistant, suddenly was	Llama-3-8B	7.745603084564209	meta-llama/Meta-Llama-3-8B	exp1
14	appos	plural	ungram	e.appos.plural.ungram	Did the director intrigue the assistants?	no	The_director,	who	called	for	the_assistants,	suddenly	were	intrigued	by	the	secret	report.		The director, who called for the assistants, suddenly were	Llama-3-8B	14.218403816223145	meta-llama/Meta-Llama-3-8B	exp1
14	appos	singular	ungram	e.appos.singular.ungram	Did the director intrigue the assistant?	no	The_director,	who	called	for	the_assistant,	suddenly	were	intrigued	by	the	secret	report.		The director, who called for the assistant, suddenly were	Llama-3-8B	14.682334899902344	meta-llama/Meta-Llama-3-8B	exp1
14	restr	plural	gram	e.restr.plural.gram	Did the director intrigue the assistants?	no	The_director	who	called	for	the_assistants	suddenly	was	intrigued	by	the	secret	report.		The director who called for the assistants suddenly was	Llama-3-8B	8.375268936157227	meta-llama/Meta-Llama-3-8B	exp1
14	restr	singular	gram	e.restr.singular.gram	Did the director intrigue the assistant?	no	The_director	who	called	for	the_assistant	suddenly	was	intrigued	by	the	secret	report.		The director who called for the assistant suddenly was	Llama-3-8B	8.454704284667969	meta-llama/Meta-Llama-3-8B	exp1
14	restr	plural	ungram	e.restr.plural.ungram	Did the director intrigue the assistants?	no	The_director	who	called	for	the_assistants	suddenly	were	intrigued	by	the	secret	report.		The director who called for the assistants suddenly were	Llama-3-8B	13.260028839111328	meta-llama/Meta-Llama-3-8B	exp1
14	restr	singular	ungram	e.restr.singular.ungram	Did the director intrigue the assistant?	no	The_director	who	called	for	the_assistant	suddenly	were	intrigued	by	the	secret	report.		The director who called for the assistant suddenly were	Llama-3-8B	16.172880172729492	meta-llama/Meta-Llama-3-8B	exp1
15	appos	plural	gram	e.appos.plural.gram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_houses,	certainly	was	impressed	with	the	stunning	view.		The artist, who painted by the houses, certainly was	Llama-3-8B	4.45814847946167	meta-llama/Meta-Llama-3-8B	exp1
15	appos	singular	gram	e.appos.singular.gram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_house,	certainly	was	impressed	with	the	stunning	view.		The artist, who painted by the house, certainly was	Llama-3-8B	4.469298362731934	meta-llama/Meta-Llama-3-8B	exp1
15	appos	plural	ungram	e.appos.plural.ungram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_houses,	certainly	were	impressed	with	the	stunning	view.		The artist, who painted by the houses, certainly were	Llama-3-8B	11.318954467773438	meta-llama/Meta-Llama-3-8B	exp1
15	appos	singular	ungram	e.appos.singular.ungram	Was the artist impressed with the view?	yes	The_artist,	who	painted	by	the_house,	certainly	were	impressed	with	the	stunning	view.		The artist, who painted by the house, certainly were	Llama-3-8B	13.52284049987793	meta-llama/Meta-Llama-3-8B	exp1
15	restr	plural	gram	e.restr.plural.gram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_houses	certainly	was	impressed	with	the	stunning	view.		The artist who painted by the houses certainly was	Llama-3-8B	4.811014652252197	meta-llama/Meta-Llama-3-8B	exp1
15	restr	singular	gram	e.restr.singular.gram	Was the artist impressed with the view?	yes	The_artist	who	painted	by	the_house	certainly	was	impressed	with	the	stunning	view.		The artist who painted by the house certainly was	Llama-3-8B	4.3205156326293945	meta-llama/Meta-Llama-3-8B	exp1
