ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	sentence	model	modelname	surp	exp
9	restr	plural	ungram	e.restr.plural.ungram	Joe	vetted	the	Marines	who	the	officer	want	to	promote	to 	staff	sergeant.					Joe vetted the Marines who the officer want	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.3826265335083	exp3
9	restr	singular	ungram	e.restr.singular.ungram	Joe	vetted	the	Marine	who	the	officer	want	to	promote	to 	staff	sergeant.					Joe vetted the Marine who the officer want	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.084823608398438	exp3
9	appos	plural	gram	e.appos.plural.gram	Joe	vetted	the	Marines,	who	the	officer	wants	to	promote	to 	staff	sergeant.					Joe vetted the Marines, who the officer wants	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.19494342803955	exp3
9	appos	singular	gram	e.appos.singular.gram	Joe	vetted	the	Marine,	who	the	officer	wants	to	promote	to 	staff	sergeant.					Joe vetted the Marine, who the officer wants	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	12.649842262268066	exp3
9	appos	plural	ungram	e.appos.plural.ungram	Joe	vetted	the	Marines,	who	the	officer	want	to	promote	to 	staff	sergeant.					Joe vetted the Marines, who the officer want	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.046653747558594	exp3
9	appos	singular	ungram	e.appos.singular.ungram	Joe	vetted	the	Marine,	who	the	officer	want	to	promote	to 	staff	sergeant.					Joe vetted the Marine, who the officer want	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	19.1403751373291	exp3
10	restr	plural	gram	e.restr.plural.gram	Ryan	endorsed	the	sculptors	who	the	donor	supports	so	generously	with	annual	donations.					Ryan endorsed the sculptors who the donor supports	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	8.115643501281738	exp3
10	restr	singular	gram	e.restr.singular.gram	Ryan	endorsed	the	sculptor	who	the	donor	supports	so	generously	with	annual	donations.					Ryan endorsed the sculptor who the donor supports	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	9.172146797180176	exp3
10	restr	plural	ungram	e.restr.plural.ungram	Ryan	endorsed	the	sculptors	who	the	donor	support	so	generously	with	annual	donations.					Ryan endorsed the sculptors who the donor support	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.523456573486328	exp3
10	restr	singular	ungram	e.restr.singular.ungram	Ryan	endorsed	the	sculptor	who	the	donor	support	so	generously	with	annual	donations.					Ryan endorsed the sculptor who the donor support	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.656248092651367	exp3
10	appos	plural	gram	e.appos.plural.gram	Ryan	endorsed	the	sculptors,	who	the	donor	supports	so	generously	with	annual	donations.					Ryan endorsed the sculptors, who the donor supports	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	9.94018268585205	exp3
10	appos	singular	gram	e.appos.singular.gram	Ryan	endorsed	the	sculptor,	who	the	donor	supports	so	generously	with	annual	donations.					Ryan endorsed the sculptor, who the donor supports	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.224403381347656	exp3
10	appos	plural	ungram	e.appos.plural.ungram	Ryan	endorsed	the	sculptors,	who	the	donor	support	so	generously	with	annual	donations.					Ryan endorsed the sculptors, who the donor support	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	12.746899604797363	exp3
10	appos	singular	ungram	e.appos.singular.ungram	Ryan	endorsed	the	sculptor,	who	the	donor	support	so	generously	with	annual	donations.					Ryan endorsed the sculptor, who the donor support	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.920916557312012	exp3
11	restr	plural	gram	e.restr.plural.gram	John	met	the	caterers	who	the	hostess	suggests	to	her	friends	at	work.					John met the caterers who the hostess suggests	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.679983139038086	exp3
11	restr	singular	gram	e.restr.singular.gram	John	met	the	caterer	who	the	hostess	suggests	to	her	friends	at	work.					John met the caterer who the hostess suggests	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.601194381713867	exp3
11	restr	plural	ungram	e.restr.plural.ungram	John	met	the	caterers	who	the	hostess	suggest	to	her	friends	at	work.					John met the caterers who the hostess suggest	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.572924613952637	exp3
11	restr	singular	ungram	e.restr.singular.ungram	John	met	the	caterer	who	the	hostess	suggest	to	her	friends	at	work.					John met the caterer who the hostess suggest	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.745025634765623	exp3
11	appos	plural	gram	e.appos.plural.gram	John	met	the	caterers,	who	the	hostess	suggests	to	her	friends	at	work.					John met the caterers, who the hostess suggests	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.64487648010254	exp3
11	appos	singular	gram	e.appos.singular.gram	John	met	the	caterer,	who	the	hostess	suggests	to	her	friends	at	work.					John met the caterer, who the hostess suggests	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.701562881469728	exp3
11	appos	plural	ungram	e.appos.plural.ungram	John	met	the	caterers,	who	the	hostess	suggest	to	her	friends	at	work.					John met the caterers, who the hostess suggest	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.572046279907228	exp3
11	appos	singular	ungram	e.appos.singular.ungram	John	met	the	caterer,	who	the	hostess	suggest	to	her	friends	at	work.					John met the caterer, who the hostess suggest	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.21398162841797	exp3
12	restr	plural	gram	e.restr.plural.gram	Rob	escorted	the	senators	who	the	voter	listens	to	patiently	at	local	political	events.				Rob escorted the senators who the voter listens	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.951688766479492	exp3
12	restr	singular	gram	e.restr.singular.gram	Rob	escorted	the	senator	who	the	voter	listens	to	patiently	at	local	political	events.				Rob escorted the senator who the voter listens	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.63241195678711	exp3
12	restr	plural	ungram	e.restr.plural.ungram	Rob	escorted	the	senators	who	the	voter	listen	to	patiently	at	local	political	events.				Rob escorted the senators who the voter listen	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.527990341186523	exp3
12	restr	singular	ungram	e.restr.singular.ungram	Rob	escorted	the	senator	who	the	voter	listen	to	patiently	at	local	political	events.				Rob escorted the senator who the voter listen	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	19.96074867248535	exp3
12	appos	plural	gram	e.appos.plural.gram	Rob	escorted	the	senators,	who	the	voter	listens	to	patiently	at	local	political	events.				Rob escorted the senators, who the voter listens	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.609912872314453	exp3
12	appos	singular	gram	e.appos.singular.gram	Rob	escorted	the	senator,	who	the	voter	listens	to	patiently	at	local	political	events.				Rob escorted the senator, who the voter listens	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.08486557006836	exp3
12	appos	plural	ungram	e.appos.plural.ungram	Rob	escorted	the	senators,	who	the	voter	listen	to	patiently	at	local	political	events.				Rob escorted the senators, who the voter listen	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	19.16001319885254	exp3
12	appos	singular	ungram	e.appos.singular.ungram	Rob	escorted	the	senator,	who	the	voter	listen	to	patiently	at	local	political	events.				Rob escorted the senator, who the voter listen	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	20.520519256591797	exp3
13	restr	plural	gram	e.restr.plural.gram	Nick	compensated	the	teenagers	who	the	farmer	hires	to	pick	fruit	every	summer.					Nick compensated the teenagers who the farmer hires	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.985454559326172	exp3
13	restr	singular	gram	e.restr.singular.gram	Nick	compensated	the	teenager	who	the	farmer	hires	to	pick	fruit	every	summer.					Nick compensated the teenager who the farmer hires	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	12.423315048217772	exp3
13	restr	plural	ungram	e.restr.plural.ungram	Nick	compensated	the	teenagers	who	the	farmer	hire	to	pick	fruit	every	summer.					Nick compensated the teenagers who the farmer hire	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.074540138244627	exp3
13	restr	singular	ungram	e.restr.singular.ungram	Nick	compensated	the	teenager	who	the	farmer	hire	to	pick	fruit	every	summer.					Nick compensated the teenager who the farmer hire	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.871342658996582	exp3
13	appos	plural	gram	e.appos.plural.gram	Nick	compensated	the	teenagers,	who	the	farmer	hires	to	pick	fruit	every	summer.					Nick compensated the teenagers, who the farmer hires	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.26318359375	exp3
13	appos	singular	gram	e.appos.singular.gram	Nick	compensated	the	teenager,	who	the	farmer	hires	to	pick	fruit	every	summer.					Nick compensated the teenager, who the farmer hires	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.182968139648438	exp3
13	appos	plural	ungram	e.appos.plural.ungram	Nick	compensated	the	teenagers,	who	the	farmer	hire	to	pick	fruit	every	summer.					Nick compensated the teenagers, who the farmer hire	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.334903717041016	exp3
13	appos	singular	ungram	e.appos.singular.ungram	Nick	compensated	the	teenager,	who	the	farmer	hire	to	pick	fruit	every	summer.					Nick compensated the teenager, who the farmer hire	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.326963424682617	exp3
14	restr	plural	gram	e.restr.plural.gram	Will	applauded	the	goalies	who	the	fan	holds	the	greatest	confidence	in.						Will applauded the goalies who the fan holds	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.396239280700684	exp3
14	restr	singular	gram	e.restr.singular.gram	Will	applauded	the	goalie	who	the	fan	holds	the	greatest	confidence	in.						Will applauded the goalie who the fan holds	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.752921104431152	exp3
14	restr	plural	ungram	e.restr.plural.ungram	Will	applauded	the	goalies	who	the	fan	hold	the	greatest	confidence	in.						Will applauded the goalies who the fan hold	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	12.950632095336914	exp3
14	restr	singular	ungram	e.restr.singular.ungram	Will	applauded	the	goalie	who	the	fan	hold	the	greatest	confidence	in.						Will applauded the goalie who the fan hold	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.354754447937012	exp3
14	appos	plural	gram	e.appos.plural.gram	Will	applauded	the	goalies,	who	the	fan	holds	the	greatest	confidence	in.						Will applauded the goalies, who the fan holds	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.868188858032228	exp3
14	appos	singular	gram	e.appos.singular.gram	Will	applauded	the	goalie,	who	the	fan	holds	the	greatest	confidence	in.						Will applauded the goalie, who the fan holds	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.271322250366213	exp3
14	appos	plural	ungram	e.appos.plural.ungram	Will	applauded	the	goalies,	who	the	fan	hold	the	greatest	confidence	in.						Will applauded the goalies, who the fan hold	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	12.951701164245604	exp3
14	appos	singular	ungram	e.appos.singular.ungram	Will	applauded	the	goalie,	who	the	fan	hold	the	greatest	confidence	in.						Will applauded the goalie, who the fan hold	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.227402687072754	exp3
15	restr	plural	gram	e.restr.plural.gram	Kyle	trained	the	quarterbacks	who	the	recruiter	watches	from	the	bleachers	every	weekend.					Kyle trained the quarterbacks who the recruiter watches	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.01307487487793	exp3
15	restr	singular	gram	e.restr.singular.gram	Kyle	trained	the	quarterback	who	the	recruiter	watches	from	the	bleachers	every	weekend.					Kyle trained the quarterback who the recruiter watches	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.860586166381836	exp3
15	restr	plural	ungram	e.restr.plural.ungram	Kyle	trained	the	quarterbacks	who	the	recruiter	watch	from	the	bleachers	every	weekend.					Kyle trained the quarterbacks who the recruiter watch	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.572851181030273	exp3
15	restr	singular	ungram	e.restr.singular.ungram	Kyle	trained	the	quarterback	who	the	recruiter	watch	from	the	bleachers	every	weekend.					Kyle trained the quarterback who the recruiter watch	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.596738815307617	exp3
15	appos	plural	gram	e.appos.plural.gram	Kyle	trained	the	quarterbacks,	who	the	recruiter	watches	from	the	bleachers	every	weekend.					Kyle trained the quarterbacks, who the recruiter watches	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.097770690917969	exp3
15	appos	singular	gram	e.appos.singular.gram	Kyle	trained	the	quarterback,	who	the	recruiter	watches	from	the	bleachers	every	weekend.					Kyle trained the quarterback, who the recruiter watches	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.520984649658203	exp3
15	appos	plural	ungram	e.appos.plural.ungram	Kyle	trained	the	quarterbacks,	who	the	recruiter	watch	from	the	bleachers	every	weekend.					Kyle trained the quarterbacks, who the recruiter watch	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.98462677001953	exp3
15	appos	singular	ungram	e.appos.singular.ungram	Kyle	trained	the	quarterback,	who	the	recruiter	watch	from	the	bleachers	every	weekend.					Kyle trained the quarterback, who the recruiter watch	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.038991928100582	exp3
16	restr	plural	gram	e.restr.plural.gram	Jacob	distrusted	the	publicists	who	the	politician	uses	during	a	crisis	during	elections.					Jacob distrusted the publicists who the politician uses	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.5020112991333	exp3
16	restr	singular	gram	e.restr.singular.gram	Jacob	distrusted	the	publicist	who	the	politician	uses	during	a	crisis	during	elections.					Jacob distrusted the publicist who the politician uses	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.713689804077148	exp3
16	restr	plural	ungram	e.restr.plural.ungram	Jacob	distrusted	the	publicists	who	the	politician	use	during	a	crisis	during	elections.					Jacob distrusted the publicists who the politician use	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.02495002746582	exp3
16	restr	singular	ungram	e.restr.singular.ungram	Jacob	distrusted	the	publicist	who	the	politician	use	during	a	crisis	during	elections.					Jacob distrusted the publicist who the politician use	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.7720947265625	exp3
16	appos	plural	gram	e.appos.plural.gram	Jacob	distrusted	the	publicists,	who	the	politician	uses	during	a	crisis	during	elections.					Jacob distrusted the publicists, who the politician uses	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.327241897583008	exp3
16	appos	singular	gram	e.appos.singular.gram	Jacob	distrusted	the	publicist,	who	the	politician	uses	during	a	crisis	during	elections.					Jacob distrusted the publicist, who the politician uses	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.083502769470217	exp3
16	appos	plural	ungram	e.appos.plural.ungram	Jacob	distrusted	the	publicists,	who	the	politician	use	during	a	crisis	during	elections.					Jacob distrusted the publicists, who the politician use	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.93449592590332	exp3
16	appos	singular	ungram	e.appos.singular.ungram	Jacob	distrusted	the	publicist,	who	the	politician	use	during	a	crisis	during	elections.					Jacob distrusted the publicist, who the politician use	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.660478591918945	exp3
17	restr	plural	gram	e.restr.plural.gram	Tyler	disliked	the	tenants	who	the	landlord	strongly	disapproves	of	despite	the	on-time	payments.				Tyler disliked the tenants who the landlord strongly	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.080652236938477	exp3
17	restr	singular	gram	e.restr.singular.gram	Tyler	disliked	the	tenant	who	the	landlord	strongly	disapproves	of	despite	the	on-time	payments.				Tyler disliked the tenant who the landlord strongly	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.483190536499023	exp3
17	restr	plural	ungram	e.restr.plural.ungram	Tyler	disliked	the	tenants	who	the	landlord	strongly	disapprove	of	despite	the	on-time	payments.				Tyler disliked the tenants who the landlord strongly	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.080652236938477	exp3
17	restr	singular	ungram	e.restr.singular.ungram	Tyler	disliked	the	tenant	who	the	landlord	strongly	disapprove	of	despite	the	on-time	payments.				Tyler disliked the tenant who the landlord strongly	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.483190536499023	exp3
17	appos	plural	gram	e.appos.plural.gram	Tyler	disliked	the	tenants,	who	the	landlord	strongly	disapproves	of	despite	the	on-time	payments.				Tyler disliked the tenants, who the landlord strongly	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.982702255249023	exp3
17	appos	singular	gram	e.appos.singular.gram	Tyler	disliked	the	tenant,	who	the	landlord	strongly	disapproves	of	despite	the	on-time	payments.				Tyler disliked the tenant, who the landlord strongly	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.189611434936523	exp3
17	appos	plural	ungram	e.appos.plural.ungram	Tyler	disliked	the	tenants,	who	the	landlord	strongly	disapprove	of	despite	the	on-time	payments.				Tyler disliked the tenants, who the landlord strongly	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.982702255249023	exp3
