ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	sentence	model	surp	modelname	exp
32	appos	plural	gram	e.appos.plural.gram	The	therapists,	who	the	survivor	meets	with	weekly,	are	trying	to	help	her	recover	from	her	awful	ordeal.			The therapists, who the survivor meets	Llama-2-7B	6.096991062164307	meta-llama/Llama-2-7b-hf	exp2
32	appos	singular	gram	e.appos.singular.gram	The	therapist,	who	the	survivor	meets	with	weekly,	is	trying	to	help	her	recover	from	her	awful	ordeal.			The therapist, who the survivor meets	Llama-2-7B	6.764433860778809	meta-llama/Llama-2-7b-hf	exp2
32	appos	plural	ungram	e.appos.plural.ungram	The	therapists,	who	the	survivor	meet	with	weekly,	are	trying	to	help	her	recover	from	her	awful	ordeal.			The therapists, who the survivor meet	Llama-2-7B	8.587894439697266	meta-llama/Llama-2-7b-hf	exp2
32	appos	singular	ungram	e.appos.singular.ungram	The	therapist,	who	the	survivor	meet	with	weekly,	is	trying	to	help	her	recover	from	her	awful	ordeal.			The therapist, who the survivor meet	Llama-2-7B	11.73496913909912	meta-llama/Llama-2-7b-hf	exp2
33	restr	plural	gram	e.restr.plural.gram	The	cheerleaders	who	the	choreographer	works	with	usually	train	all	year	for	the	national	competition.						The cheerleaders who the choreographer works	Llama-2-7B	9.677996635437012	meta-llama/Llama-2-7b-hf	exp2
33	restr	singular	gram	e.restr.singular.gram	The	cheerleader	who	the	choreographer	works	with	usually	trains	all	year	for	the	national	competition.						The cheerleader who the choreographer works	Llama-2-7B	11.250500679016112	meta-llama/Llama-2-7b-hf	exp2
33	restr	plural	ungram	e.restr.plural.ungram	The	cheerleaders	who	the	choreographer	work	with	usually	train	all	year	for	the	national	competition.						The cheerleaders who the choreographer work	Llama-2-7B	11.870217323303224	meta-llama/Llama-2-7b-hf	exp2
33	restr	singular	ungram	e.restr.singular.ungram	The	cheerleader	who	the	choreographer	work	with	usually	trains	all	year	training	for	the	national	competition.					The cheerleader who the choreographer work	Llama-2-7B	14.696625709533691	meta-llama/Llama-2-7b-hf	exp2
33	appos	plural	gram	e.appos.plural.gram	The	cheerleaders,	who	the	choreographer	works	with,	usually	train	all	year	for	the	national	competition.						The cheerleaders, who the choreographer works	Llama-2-7B	9.782032012939451	meta-llama/Llama-2-7b-hf	exp2
33	appos	singular	gram	e.appos.singular.gram	The	cheerleader,	who	the	choreographer	works	with,	usually	trains	all	year	for	the	national	competition.						The cheerleader, who the choreographer works	Llama-2-7B	10.437198638916016	meta-llama/Llama-2-7b-hf	exp2
33	appos	plural	ungram	e.appos.plural.ungram	The	cheerleaders,	who	the	choreographer	work	with,	usually	train	all	year	for	the	national	competition.						The cheerleaders, who the choreographer work	Llama-2-7B	12.839305877685549	meta-llama/Llama-2-7b-hf	exp2
33	appos	singular	ungram	e.appos.singular.ungram	The	cheerleader,	who	the	choreographer	work	with,	usually	trains	all	year	training	for	the	national	competition.					The cheerleader, who the choreographer work	Llama-2-7B	14.19891357421875	meta-llama/Llama-2-7b-hf	exp2
34	restr	plural	gram	e.restr.plural.gram	The	cowboys	who	the	rancher	knows	the	best	have	thirty	years	of	experience	on	the	range.					The cowboys who the rancher knows	Llama-2-7B	10.114059448242188	meta-llama/Llama-2-7b-hf	exp2
34	restr	singular	gram	e.restr.singular.gram	The	cowboy	who	the	rancher	knows	the	best	has	thirty	years	of	experience	on	the	range.					The cowboy who the rancher knows	Llama-2-7B	9.968931198120115	meta-llama/Llama-2-7b-hf	exp2
34	restr	plural	ungram	e.restr.plural.ungram	The	cowboys	who	the	rancher	know	the	best	have	thirty	years	of	experience	on	the	range.					The cowboys who the rancher know	Llama-2-7B	13.532007217407228	meta-llama/Llama-2-7b-hf	exp2
34	restr	singular	ungram	e.restr.singular.ungram	The	cowboy	who	the	rancher	know	the	best	has	thirty	years	of	experience	on	the	range.					The cowboy who the rancher know	Llama-2-7B	14.869022369384766	meta-llama/Llama-2-7b-hf	exp2
34	appos	plural	gram	e.appos.plural.gram	The	cowboys,	who	the	rancher	knows	the	best,	have	thirty	years	of	experience	on	the	range.					The cowboys, who the rancher knows	Llama-2-7B	8.65994930267334	meta-llama/Llama-2-7b-hf	exp2
34	appos	singular	gram	e.appos.singular.gram	The	cowboy,	who	the	rancher	knows	the	best,	has	thirty	years	of	experience	on	the	range.					The cowboy, who the rancher knows	Llama-2-7B	8.364032745361328	meta-llama/Llama-2-7b-hf	exp2
34	appos	plural	ungram	e.appos.plural.ungram	The	cowboys,	who	the	rancher	know	the	best,	have	thirty	years	of	experience	on	the	range.					The cowboys, who the rancher know	Llama-2-7B	13.216273307800291	meta-llama/Llama-2-7b-hf	exp2
34	appos	singular	ungram	e.appos.singular.ungram	The	cowboy,	who	the	rancher	know	the	best,	has	thirty	years	of	experience	on	the	range.					The cowboy, who the rancher know	Llama-2-7B	14.027738571166992	meta-llama/Llama-2-7b-hf	exp2
35	restr	plural	gram	e.restr.plural.gram	The	surgeons	who	the	nurse	prefers	most	to	assist	have	impeccable	records	in	the	operating	room.					The surgeons who the nurse prefers	Llama-2-7B	9.39681315422058	meta-llama/Llama-2-7b-hf	exp2
35	restr	singular	gram	e.restr.singular.gram	The	surgeon	who	the	nurse	prefers	most	to	assist	has	an	impeccable	record	in	the	operating	room.				The surgeon who the nurse prefers	Llama-2-7B	10.529821574687958	meta-llama/Llama-2-7b-hf	exp2
35	restr	plural	ungram	e.restr.plural.ungram	The	surgeons	who	the	nurse	prefer	most	to	assist	have	impeccable	records	in	the	operating	room.					The surgeons who the nurse prefer	Llama-2-7B	12.548218727111816	meta-llama/Llama-2-7b-hf	exp2
35	restr	singular	ungram	e.restr.singular.ungram	The	surgeon	who	the	nurse	prefer	most	to	assist	has	an	impeccable	record	in	the	operating	room.				The surgeon who the nurse prefer	Llama-2-7B	15.151336669921877	meta-llama/Llama-2-7b-hf	exp2
35	appos	plural	gram	e.appos.plural.gram	The	surgeons,	who	the	nurse	prefers	most	to	assist,	have	impeccable	records	in	the	operating	room.					The surgeons, who the nurse prefers	Llama-2-7B	9.834152936935425	meta-llama/Llama-2-7b-hf	exp2
35	appos	singular	gram	e.appos.singular.gram	The	surgeon,	who	the	nurse	prefers	most	to	assist,	has	an	impeccable	record	in	the	operating	room.				The surgeon, who the nurse prefers	Llama-2-7B	10.423399478197098	meta-llama/Llama-2-7b-hf	exp2
35	appos	plural	ungram	e.appos.plural.ungram	The	surgeons,	who	the	nurse	prefer	most	to	assist,	have	impeccable	records	in	the	operating	room.					The surgeons, who the nurse prefer	Llama-2-7B	14.274249076843262	meta-llama/Llama-2-7b-hf	exp2
35	appos	singular	ungram	e.appos.singular.ungram	The	surgeon,	who	the	nurse	prefer	most	to	assist,	has	an	impeccable	record	in	the	operating	room.				The surgeon, who the nurse prefer	Llama-2-7B	15.531490325927734	meta-llama/Llama-2-7b-hf	exp2
36	restr	plural	gram	e.restr.plural.gram	The	bartenders	who	the	patron	gossips	with	after	work	always	have	new	stories	to	tell.						The bartenders who the patron gossips	Llama-2-7B	17.886818749830127	meta-llama/Llama-2-7b-hf	exp2
36	restr	singular	gram	e.restr.singular.gram	The	bartender	who	the	patron	gossips	with	after	work	always	has	new	stories	to	tell.						The bartender who the patron gossips	Llama-2-7B	18.190069736912847	meta-llama/Llama-2-7b-hf	exp2
36	restr	plural	ungram	e.restr.plural.ungram	The	bartenders	who	the	patron	gossip	with	after	work	always	have	new	stories	to	tell.						The bartenders who the patron gossip	Llama-2-7B	15.76901185233146	meta-llama/Llama-2-7b-hf	exp2
36	restr	singular	ungram	e.restr.singular.ungram	The	bartender	who	the	patron	gossip	with	after	work	always	has	new	stories	to	tell.						The bartender who the patron gossip	Llama-2-7B	15.80790996691212	meta-llama/Llama-2-7b-hf	exp2
36	appos	plural	gram	e.appos.plural.gram	The	bartenders,	who	the	patron	gossips	with	after	work,	always	have	new	stories	to	tell.						The bartenders, who the patron gossips	Llama-2-7B	19.108315013349056	meta-llama/Llama-2-7b-hf	exp2
36	appos	singular	gram	e.appos.singular.gram	The	bartender,	who	the	patron	gossips	with	after	work,	always	has	new	stories	to	tell.						The bartender, who the patron gossips	Llama-2-7B	21.15166073013097	meta-llama/Llama-2-7b-hf	exp2
36	appos	plural	ungram	e.appos.plural.ungram	The	bartenders,	who	the	patron	gossip	with	after	work,	always	have	new	stories	to	tell.						The bartenders, who the patron gossip	Llama-2-7B	16.78857933357358	meta-llama/Llama-2-7b-hf	exp2
36	appos	singular	ungram	e.appos.singular.ungram	The	bartender,	who	the	patron	gossip	with	after	work,	always	has	new	stories	to	tell.						The bartender, who the patron gossip	Llama-2-7B	18.177660706220195	meta-llama/Llama-2-7b-hf	exp2
37	restr	plural	gram	e.restr.plural.gram	The	columnists	who	the	reader	complains	about	frequently	give	extreme	opinions	without	backing	them	up.						The columnists who the reader complains	Llama-2-7B	12.268521308898926	meta-llama/Llama-2-7b-hf	exp2
37	restr	singular	gram	e.restr.singular.gram	The	columnist	who	the	reader	complains	about	frequently	gives	extreme	opinions	without	backing	them	"up.	"						The columnist who the reader complains	Llama-2-7B	10.491379737854004	meta-llama/Llama-2-7b-hf	exp2
37	restr	plural	ungram	e.restr.plural.ungram	The	columnists	who	the	reader	complain	about	frequently	give	extreme	opinions	without	backing	them	up.						The columnists who the reader complain	Llama-2-7B	14.78385055065155	meta-llama/Llama-2-7b-hf	exp2
37	restr	singular	ungram	e.restr.singular.ungram	The	columnist	who	the	reader	complain	about	frequently	gives	extreme	opinions	without	backing	them	"up.	"						The columnist who the reader complain	Llama-2-7B	18.078696250915527	meta-llama/Llama-2-7b-hf	exp2
37	appos	plural	gram	e.appos.plural.gram	The	columnists,	who	the	reader	complains	about,	frequently	give	extreme	opinions	without	backing	them	up.						The columnists, who the reader complains	Llama-2-7B	14.20461893081665	meta-llama/Llama-2-7b-hf	exp2
37	appos	singular	gram	e.appos.singular.gram	The	columnist,	who	the	reader	complains	about,	frequently	gives	extreme	opinions	without	backing	them	"up.	"						The columnist, who the reader complains	Llama-2-7B	14.256886959075928	meta-llama/Llama-2-7b-hf	exp2
37	appos	plural	ungram	e.appos.plural.ungram	The	columnists,	who	the	reader	complain	about,	frequently	give	extreme	opinions	without	backing	them	up.						The columnists, who the reader complain	Llama-2-7B	16.789260149002075	meta-llama/Llama-2-7b-hf	exp2
37	appos	singular	ungram	e.appos.singular.ungram	The	columnist,	who	the	reader	complain	about,	frequently	gives	extreme	opinions	without	backing	them	"up.	"						The columnist, who the reader complain	Llama-2-7B	21.4794282913208	meta-llama/Llama-2-7b-hf	exp2
38	restr	plural	gram	e.restr.plural.gram	The	anthropologists	who	the	villager	respects	the	most	have	taken	great	pains	to	learn	the	local	customs.				The anthropologists who the villager respects	Llama-2-7B	11.340546131134031	meta-llama/Llama-2-7b-hf	exp2
38	restr	singular	gram	e.restr.singular.gram	The	anthropologist	who	the	villager	respects	the	most	has	taken	great	pains	to	learn	the	local	customs.				The anthropologist who the villager respects	Llama-2-7B	10.415870368480682	meta-llama/Llama-2-7b-hf	exp2
38	restr	plural	ungram	e.restr.plural.ungram	The	anthropologists	who	the	villager	respect	the	most	have	taken	great	pains	to	learn	the	local	customs.				The anthropologists who the villager respect	Llama-2-7B	9.414703369140623	meta-llama/Llama-2-7b-hf	exp2
38	restr	singular	ungram	e.restr.singular.ungram	The	anthropologist	who	the	villager	respect	the	most	has	taken	great	pains	to	learn	the	local	customs.				The anthropologist who the villager respect	Llama-2-7B	9.474348068237305	meta-llama/Llama-2-7b-hf	exp2
38	appos	plural	gram	e.appos.plural.gram	The	anthropologists,	who	the	villager	respects	the	most,	have	taken	great	pains	to	learn	the	local	customs.				The anthropologists, who the villager respects	Llama-2-7B	10.774580597877502	meta-llama/Llama-2-7b-hf	exp2
38	appos	singular	gram	e.appos.singular.gram	The	anthropologist,	who	the	villager	respects	the	most,	has	taken	great	pains	to	learn	the	local	customs.				The anthropologist, who the villager respects	Llama-2-7B	10.246528089046478	meta-llama/Llama-2-7b-hf	exp2
38	appos	plural	ungram	e.appos.plural.ungram	The	anthropologists,	who	the	villager	respect	the	most,	have	taken	great	pains	to	learn	the	local	customs.				The anthropologists, who the villager respect	Llama-2-7B	8.955694198608398	meta-llama/Llama-2-7b-hf	exp2
38	appos	singular	ungram	e.appos.singular.ungram	The	anthropologist,	who	the	villager	respect	the	most,	has	taken	great	pains	to	learn	the	local	customs.				The anthropologist, who the villager respect	Llama-2-7B	9.333288192749023	meta-llama/Llama-2-7b-hf	exp2
39	restr	plural	gram	e.restr.plural.gram	The	bricklayers	who	the	contractor	assigns	to	important	projects	often	don't	show	up	on	time.						The bricklayers who the contractor assigns	Llama-2-7B	9.566787026822569	meta-llama/Llama-2-7b-hf	exp2
39	restr	singular	gram	e.restr.singular.gram	The	bricklayer	who	the	contractor	assigns	to	important	projects	often	doesn't	show	up	on	time.						The bricklayer who the contractor assigns	Llama-2-7B	10.055359870195389	meta-llama/Llama-2-7b-hf	exp2
39	restr	plural	ungram	e.restr.plural.ungram	The	bricklayers	who	the	contractor	assign	to	important	projects	often	don't	show	up	on	time.						The bricklayers who the contractor assign	Llama-2-7B	9.472112655639648	meta-llama/Llama-2-7b-hf	exp2
39	restr	singular	ungram	e.restr.singular.ungram	The	bricklayer	who	the	contractor	assign	to	important	projects	often	doesn't	show	up	on	time.						The bricklayer who the contractor assign	Llama-2-7B	10.028901100158691	meta-llama/Llama-2-7b-hf	exp2
39	appos	plural	gram	e.appos.plural.gram	The	bricklayers,	who	the	contractor	assigns	to	important	projects,	often	don't	show	up	on	time.						The bricklayers, who the contractor assigns	Llama-2-7B	11.494182020425797	meta-llama/Llama-2-7b-hf	exp2
39	appos	singular	gram	e.appos.singular.gram	The	bricklayer,	who	the	contractor	assigns	to	important	projects,	often	doesn't	show	up	on	time.						The bricklayer, who the contractor assigns	Llama-2-7B	10.579726602882149	meta-llama/Llama-2-7b-hf	exp2
39	appos	plural	ungram	e.appos.plural.ungram	The	bricklayers,	who	the	contractor	assign	to	important	projects,	often	don't	show	up	on	time.						The bricklayers, who the contractor assign	Llama-2-7B	11.41116714477539	meta-llama/Llama-2-7b-hf	exp2
39	appos	singular	ungram	e.appos.singular.ungram	The	bricklayer,	who	the	contractor	assign	to	important	projects,	often	doesn't	show	up	on	time.						The bricklayer, who the contractor assign	Llama-2-7B	10.540035247802734	meta-llama/Llama-2-7b-hf	exp2
40	restr	plural	gram	e.restr.plural.gram	The	comedians	who	the	prisoner	finds	so	entertaining	can	find	humor	in	the	worst	situations.						The comedians who the prisoner finds	Llama-2-7B	8.722269058227539	meta-llama/Llama-2-7b-hf	exp2
40	restr	singular	gram	e.restr.singular.gram	The	comedian	who	the	prisoner	finds	so	entertaining	can	find	humor	in	the	worst	situations.						The comedian who the prisoner finds	Llama-2-7B	9.784120559692385	meta-llama/Llama-2-7b-hf	exp2
40	restr	plural	ungram	e.restr.plural.ungram	The	comedians	who	the	prisoner	find	so	entertaining	can	find	humor	in	the	worst	situations.						The comedians who the prisoner find	Llama-2-7B	11.509037971496582	meta-llama/Llama-2-7b-hf	exp2
40	restr	singular	ungram	e.restr.singular.ungram	The	comedian	who	the	prisoner	find	so	entertaining	can	find	humor	in	the	worst	situations.						The comedian who the prisoner find	Llama-2-7B	13.886784553527832	meta-llama/Llama-2-7b-hf	exp2
40	appos	plural	gram	e.appos.plural.gram	The	comedians,	who	the	prisoner	finds	so	entertaining,	can	find	humor	in	the	worst	situations.						The comedians, who the prisoner finds	Llama-2-7B	10.327771186828612	meta-llama/Llama-2-7b-hf	exp2
40	appos	singular	gram	e.appos.singular.gram	The	comedian,	who	the	prisoner	finds	so	entertaining,	can	find	humor	in	the	worst	situations.						The comedian, who the prisoner finds	Llama-2-7B	11.467527389526367	meta-llama/Llama-2-7b-hf	exp2
40	appos	plural	ungram	e.appos.plural.ungram	The	comedians,	who	the	prisoner	find	so	entertaining,	can	find	humor	in	the	worst	situations.						The comedians, who the prisoner find	Llama-2-7B	13.538613319396973	meta-llama/Llama-2-7b-hf	exp2
40	appos	singular	ungram	e.appos.singular.ungram	The	comedian,	who	the	prisoner	find	so	entertaining,	can	find	humor	in	the	worst	situations.						The comedian, who the prisoner find	Llama-2-7B	15.620911598205566	meta-llama/Llama-2-7b-hf	exp2
41	restr	plural	gram	e.restr.plural.gram	The	judges	who	the	criminal	fears	the	most	hand	down	tough	sentences	for	minor	offenses.						The judges who the criminal fears	Llama-2-7B	14.632783889770508	meta-llama/Llama-2-7b-hf	exp2
41	restr	singular	gram	e.restr.singular.gram	The	judge	who	the	criminal	fears	the	most	hands	down	tough	sentences	for	minor	offenses.						The judge who the criminal fears	Llama-2-7B	15.27914845943451	meta-llama/Llama-2-7b-hf	exp2
